Date;Price;Change %
May 17/2018;13.43;0.07%
May 16/2018;13.42;-8.27%
May 15/2018;14.63;13.15%
May 14/2018;12.93;2.21%
May 11/2018;12.65;-4.38%
May 10/2018;13.23;-1.42%
May 09/2018;13.42;-8.77%
May 08/2018;14.71;-0.27%
May 07/2018;14.75;-0.14%
May 04/2018;14.77;-7.11%
May 03/2018;15.90;-0.44%
May 02/2018;15.97;3.10%
May 01/2018;15.49;-2.76%
Apr 30/2018;15.93;3.37%
Apr 27/2018;15.41;-5.11%
Apr 26/2018;16.24;-8.97%
Apr 25/2018;17.84;-1.00%
Apr 24/2018;18.02;10.28%
Apr 23/2018;16.34;-3.20%
Apr 20/2018;16.88;5.76%
Apr 19/2018;15.96;2.31%
Apr 18/2018;15.60;2.30%
Apr 17/2018;15.25;-7.91%
Apr 16/2018;16.56;-4.88%
Apr 13/2018;17.41;-5.84%
Apr 12/2018;18.49;-8.65%
Apr 11/2018;20.24;-1.12%
Apr 10/2018;20.47;-5.97%
Apr 09/2018;21.77;1.30%
Apr 06/2018;21.49;13.46%
Apr 05/2018;18.94;-5.58%
Apr 04/2018;20.06;-4.93%
Apr 03/2018;21.10;-10.67%
Apr 02/2018;23.62;18.28%
Mar 29/2018;19.97;-12.68%
Mar 28/2018;22.87;1.64%
Mar 27/2018;22.50;6.99%
Mar 26/2018;21.03;-15.44%
Mar 23/2018;24.87;6.56%
Mar 22/2018;23.34;30.68%
Mar 21/2018;17.86;-1.87%
Mar 20/2018;18.20;-4.31%
Mar 19/2018;19.02;20.38%
Mar 16/2018;15.80;-4.76%
Mar 15/2018;16.59;-3.71%
Mar 14/2018;17.23;5.38%
Mar 13/2018;16.35;3.61%
Mar 12/2018;15.78;7.79%
Mar 09/2018;14.64;-11.49%
Mar 08/2018;16.54;-6.87%
Mar 07/2018;17.76;-3.27%
Mar 06/2018;18.36;-1.98%
Mar 05/2018;18.73;-4.39%
Mar 02/2018;19.59;-12.82%
Mar 01/2018;22.47;13.20%
Feb 28/2018;19.85;6.78%
Feb 27/2018;18.59;17.66%
Feb 26/2018;15.80;-4.18%
Feb 23/2018;16.49;-11.91%
Feb 22/2018;18.72;-6.49%
Feb 21/2018;20.02;-2.82%
Feb 20/2018;20.60;5.86%
Feb 16/2018;19.46;1.73%
Feb 15/2018;19.13;-0.67%
Feb 14/2018;19.26;-22.87%
Feb 13/2018;24.97;-2.50%
Feb 12/2018;25.61;-11.87%
Feb 09/2018;29.06;-13.15%
Feb 08/2018;33.46;20.66%
Feb 07/2018;27.73;-7.51%
Feb 06/2018;29.98;-19.67%
Feb 05/2018;37.32;115.60%
Feb 02/2018;17.31;28.51%
Feb 01/2018;13.47;-0.52%
Jan 31/2018;13.54;-8.45%
Jan 30/2018;14.79;6.86%
Jan 29/2018;13.84;24.91%
Jan 26/2018;11.08;-4.32%
Jan 25/2018;11.58;0.96%
Jan 24/2018;11.47;3.33%
Jan 23/2018;11.10;0.63%
Jan 22/2018;11.03;-2.13%
Jan 19/2018;11.27;-7.77%
Jan 18/2018;12.22;2.60%
Jan 17/2018;11.91;2.14%
Jan 16/2018;11.66;14.76%
Jan 12/2018;10.16;2.83%
Jan 11/2018;9.88;0.61%
Jan 10/2018;9.82;-2.58%
Jan 09/2018;10.08;5.88%
Jan 08/2018;9.52;3.25%
Jan 05/2018;9.22;0.00%
Jan 04/2018;9.22;0.77%
Jan 03/2018;9.15;-6.35%
Jan 02/2018;9.77;-11.50%
Dec 29/2017;11.04;8.45%
Dec 28/2017;10.18;-2.77%
Dec 27/2017;10.47;2.15%
Dec 26/2017;10.25;3.54%
Dec 22/2017;9.90;2.91%
Dec 21/2017;9.62;-1.03%
Dec 20/2017;9.72;-3.09%
Dec 19/2017;10.03;5.25%
Dec 18/2017;9.53;1.17%
Dec 15/2017;9.42;-10.20%
Dec 14/2017;10.49;3.05%
Dec 13/2017;10.18;2.62%
Dec 12/2017;9.92;6.21%
Dec 11/2017;9.34;-2.51%
Dec 08/2017;9.58;-5.71%
Dec 07/2017;10.16;-7.80%
Dec 06/2017;11.02;-2.74%
Dec 05/2017;11.33;-3.00%
Dec 04/2017;11.68;2.19%
Dec 01/2017;11.43;1.33%
Nov 30/2017;11.28;5.42%
Nov 29/2017;10.70;6.68%
Nov 28/2017;10.03;1.62%
Nov 27/2017;9.87;2.07%
Nov 24/2017;9.67;-2.13%
Nov 22/2017;9.88;1.54%
Nov 21/2017;9.73;-8.64%
Nov 20/2017;10.65;-6.82%
Nov 17/2017;11.43;-2.81%
Nov 16/2017;11.76;-10.43%
Nov 15/2017;13.13;13.29%
Nov 14/2017;11.59;0.78%
Nov 13/2017;11.50;1.86%
Nov 10/2017;11.29;7.52%
Nov 09/2017;10.50;7.36%
Nov 08/2017;9.78;-1.11%
Nov 07/2017;9.89;5.21%
Nov 06/2017;9.40;2.84%
Nov 03/2017;9.14;-7.96%
Nov 02/2017;9.93;-2.65%
Nov 01/2017;10.20;0.20%
Oct 31/2017;10.18;-3.05%
Oct 30/2017;10.50;7.14%
Oct 27/2017;9.80;-13.27%
Oct 26/2017;11.30;0.62%
Oct 25/2017;11.23;0.63%
Oct 24/2017;11.16;0.81%
Oct 23/2017;11.07;11.03%
Oct 20/2017;9.97;-0.80%
Oct 19/2017;10.05;-0.20%
Oct 18/2017;10.07;-2.33%
Oct 17/2017;10.31;4.04%
Oct 16/2017;9.91;3.12%
Oct 13/2017;9.61;-3.03%
Oct 12/2017;9.91;0.61%
Oct 11/2017;9.85;-2.28%
Oct 10/2017;10.08;-2.42%
Oct 09/2017;10.33;7.05%
Oct 06/2017;9.65;5.01%
Oct 05/2017;9.19;-4.57%
Oct 04/2017;9.63;1.26%
Oct 03/2017;9.51;0.63%
Oct 02/2017;9.45;-0.63%
Sep 29/2017;9.51;-0.42%
Sep 28/2017;9.55;-3.24%
Sep 27/2017;9.87;-2.95%
Sep 26/2017;10.17;-0.39%
Sep 25/2017;10.21;6.47%
Sep 22/2017;9.59;-0.83%
Sep 21/2017;9.67;-1.12%
Sep 20/2017;9.78;-3.93%
Sep 19/2017;10.18;0.30%
Sep 18/2017;10.15;-0.20%
Sep 15/2017;10.17;-2.59%
Sep 14/2017;10.44;-0.57%
Sep 13/2017;10.50;-0.76%
Sep 12/2017;10.58;-1.40%
Sep 11/2017;10.73;-11.47%
Sep 08/2017;12.12;4.94%
Sep 07/2017;11.55;-0.69%
Sep 06/2017;11.63;-4.91%
Sep 05/2017;12.23;20.73%
Sep 01/2017;10.13;-4.34%
Aug 31/2017;10.59;-5.61%
Aug 30/2017;11.22;-4.10%
Aug 29/2017;11.70;3.36%
Aug 28/2017;11.32;0.35%
Aug 25/2017;11.28;-7.77%
Aug 24/2017;12.23;-0.16%
Aug 23/2017;12.25;7.93%
Aug 22/2017;11.35;-13.95%
Aug 21/2017;13.19;-7.50%
Aug 18/2017;14.26;-8.30%
Aug 17/2017;15.55;32.45%
Aug 16/2017;11.74;-2.49%
Aug 15/2017;12.04;-2.35%
Aug 14/2017;12.33;-20.50%
Aug 11/2017;15.51;-3.30%
Aug 10/2017;16.04;44.37%
Aug 09/2017;11.11;1.37%
Aug 08/2017;10.96;10.37%
Aug 07/2017;9.93;-1.00%
Aug 04/2017;10.03;-3.93%
Aug 03/2017;10.44;1.56%
Aug 02/2017;10.28;1.88%
Aug 01/2017;10.09;-1.66%
Jul 31/2017;10.26;-0.29%
Jul 28/2017;10.29;1.78%
Jul 27/2017;10.11;5.31%
Jul 26/2017;9.60;1.80%
Jul 25/2017;9.43;0.00%
Jul 24/2017;9.43;0.75%
Jul 21/2017;9.36;-2.30%
Jul 20/2017;9.58;-2.15%
Jul 19/2017;9.79;-1.01%
Jul 18/2017;9.89;0.71%
Jul 17/2017;9.82;3.26%
Jul 14/2017;9.51;-3.94%
Jul 13/2017;9.90;-3.88%
Jul 12/2017;10.30;-5.42%
Jul 11/2017;10.89;-1.98%
Jul 10/2017;11.11;-0.71%
Jul 07/2017;11.19;-10.77%
Jul 06/2017;12.54;13.28%
Jul 05/2017;11.07;-1.34%
Jul 03/2017;11.22;0.36%
Jun 30/2017;11.18;-2.27%
Jun 29/2017;11.44;14.06%
Jun 28/2017;10.03;-9.31%
Jun 27/2017;11.06;11.72%
Jun 26/2017;9.90;-1.20%
Jun 23/2017;10.02;-4.39%
Jun 22/2017;10.48;-2.51%
Jun 21/2017;10.75;-1.01%
Jun 20/2017;10.86;4.73%
Jun 19/2017;10.37;-0.10%
Jun 16/2017;10.38;-4.77%
Jun 15/2017;10.90;2.44%
Jun 14/2017;10.64;2.11%
Jun 13/2017;10.42;-9.08%
Jun 12/2017;11.46;7.10%
Jun 09/2017;10.70;5.31%
Jun 08/2017;10.16;-2.21%
Jun 07/2017;10.39;-0.57%
Jun 06/2017;10.45;3.77%
Jun 05/2017;10.07;3.28%
Jun 02/2017;9.75;-1.42%
Jun 01/2017;9.89;-5.00%
May 31/2017;10.41;0.29%
May 30/2017;10.38;5.81%
May 26/2017;9.81;-1.80%
May 25/2017;9.99;-0.30%
May 24/2017;10.02;-6.53%
May 23/2017;10.72;-1.92%
May 22/2017;10.93;-9.22%
May 19/2017;12.04;-17.87%
May 18/2017;14.66;-5.97%
May 17/2017;15.59;46.38%
May 16/2017;10.65;2.21%
May 15/2017;10.42;0.19%
May 12/2017;10.40;-1.89%
May 11/2017;10.60;3.82%
May 10/2017;10.21;2.51%
May 09/2017;9.96;1.94%
May 08/2017;9.77;-7.57%
May 05/2017;10.57;1.05%
May 04/2017;10.46;-2.06%
May 03/2017;10.68;0.85%
May 02/2017;10.59;4.75%
May 01/2017;10.11;-6.56%
Apr 28/2017;10.82;4.44%
Apr 27/2017;10.36;-4.52%
Apr 26/2017;10.85;0.84%
Apr 25/2017;10.76;-0.74%
Apr 24/2017;10.84;-25.91%
Apr 21/2017;14.63;3.39%
Apr 20/2017;14.15;-5.22%
Apr 19/2017;14.93;3.54%
Apr 18/2017;14.42;-1.64%
Apr 17/2017;14.66;-8.15%
Apr 13/2017;15.96;1.20%
Apr 12/2017;15.77;4.64%
Apr 11/2017;15.07;7.26%
Apr 10/2017;14.05;9.17%
Apr 07/2017;12.87;3.87%
Apr 06/2017;12.39;-3.88%
Apr 05/2017;12.89;9.33%
Apr 04/2017;11.79;-4.77%
Apr 03/2017;12.38;0.08%
Mar 31/2017;12.37;7.19%
Mar 30/2017;11.54;1.05%
Mar 29/2017;11.42;-0.95%
Mar 28/2017;11.53;-7.76%
Mar 27/2017;12.50;-3.55%
Mar 24/2017;12.96;-1.22%
Mar 23/2017;13.12;2.42%
Mar 22/2017;12.81;2.73%
Mar 21/2017;12.47;9.96%
Mar 20/2017;11.34;0.53%
Mar 17/2017;11.28;0.62%
Mar 16/2017;11.21;-3.61%
Mar 15/2017;11.63;-5.45%
Mar 14/2017;12.30;8.37%
Mar 13/2017;11.35;-2.66%
Mar 10/2017;11.66;-5.20%
Mar 09/2017;12.30;3.71%
Mar 08/2017;11.86;3.58%
Mar 07/2017;11.45;1.87%
Mar 06/2017;11.24;2.55%
Mar 03/2017;10.96;-7.20%
Mar 02/2017;11.81;-5.82%
Mar 01/2017;12.54;-2.94%
Feb 28/2017;12.92;6.87%
Feb 27/2017;12.09;5.41%
Feb 24/2017;11.47;-2.05%
Feb 23/2017;11.71;-0.26%
Feb 22/2017;11.74;1.47%
Feb 21/2017;11.57;0.70%
Feb 17/2017;11.49;-2.30%
Feb 16/2017;11.76;-1.75%
Feb 15/2017;11.97;11.45%
Feb 14/2017;10.74;-2.98%
Feb 13/2017;11.07;2.03%
Feb 10/2017;10.85;-0.28%
Feb 09/2017;10.88;-4.98%
Feb 08/2017;11.45;1.42%
Feb 07/2017;11.29;-0.70%
Feb 06/2017;11.37;3.65%
Feb 03/2017;10.97;-8.05%
Feb 02/2017;11.93;1.02%
Feb 01/2017;11.81;-1.50%
Jan 31/2017;11.99;0.93%
Jan 30/2017;11.88;12.29%
Jan 27/2017;10.58;-0.47%
Jan 26/2017;10.63;-1.67%
Jan 25/2017;10.81;-2.35%
Jan 24/2017;11.07;-5.95%
Jan 23/2017;11.77;1.99%
Jan 20/2017;11.54;-9.70%
Jan 19/2017;12.78;2.40%
Jan 18/2017;12.48;5.14%
Jan 17/2017;11.87;5.70%
Jan 13/2017;11.23;-2.69%
Jan 12/2017;11.54;2.49%
Jan 11/2017;11.26;-2.00%
Jan 10/2017;11.49;-0.61%
Jan 09/2017;11.56;2.12%
Jan 06/2017;11.32;-3.00%
Jan 05/2017;11.67;-1.52%
Jan 04/2017;11.85;-7.78%
Jan 03/2017;12.85;-8.48%
Dec 30/2016;14.04;5.01%
Dec 29/2016;13.37;3.24%
Dec 28/2016;12.95;8.01%
Dec 27/2016;11.99;4.81%
Dec 23/2016;11.44;0.09%
Dec 22/2016;11.43;1.42%
Dec 21/2016;11.27;-1.57%
Dec 20/2016;11.45;-2.22%
Dec 19/2016;11.71;-4.02%
Dec 16/2016;12.20;-4.61%
Dec 15/2016;12.79;-3.03%
Dec 14/2016;13.19;3.69%
Dec 13/2016;12.72;0.63%
Dec 12/2016;12.64;7.57%
Dec 09/2016;11.75;-7.04%
Dec 08/2016;12.64;3.44%
Dec 07/2016;12.22;3.65%
Dec 06/2016;11.79;-2.88%
Dec 05/2016;12.14;-14.02%
Dec 02/2016;14.12;0.36%
Dec 01/2016;14.07;5.55%
Nov 30/2016;13.33;3.33%
Nov 29/2016;12.90;-1.90%
Nov 28/2016;13.15;6.56%
Nov 25/2016;12.34;-0.72%
Nov 23/2016;12.43;0.16%
Nov 22/2016;12.41;-0.08%
Nov 21/2016;12.42;-3.35%
Nov 18/2016;12.85;-3.75%
Nov 17/2016;13.35;-2.70%
Nov 16/2016;13.72;2.62%
Nov 15/2016;13.37;-7.67%
Nov 14/2016;14.48;2.19%
Nov 11/2016;14.17;-3.87%
Nov 10/2016;14.74;2.50%
Nov 09/2016;14.38;-23.27%
Nov 08/2016;18.74;0.16%
Nov 07/2016;18.71;-16.88%
Nov 04/2016;22.51;1.95%
Nov 03/2016;22.08;14.29%
Nov 02/2016;19.32;4.09%
Nov 01/2016;18.56;8.79%
Oct 31/2016;17.06;5.37%
Oct 28/2016;16.19;5.40%
Oct 27/2016;15.36;7.87%
Oct 26/2016;14.24;5.79%
Oct 25/2016;13.46;3.38%
Oct 24/2016;13.02;-2.40%
Oct 21/2016;13.34;-2.98%
Oct 20/2016;13.75;-4.58%
Oct 19/2016;14.41;-5.69%
Oct 18/2016;15.28;-5.74%
Oct 17/2016;16.21;0.56%
Oct 14/2016;16.12;-3.42%
Oct 13/2016;16.69;4.90%
Oct 12/2016;15.91;3.58%
Oct 11/2016;15.36;14.80%
Oct 10/2016;13.38;-0.74%
Oct 07/2016;13.48;4.98%
Oct 06/2016;12.84;-1.15%
Oct 05/2016;12.99;-4.70%
Oct 04/2016;13.63;0.44%
Oct 03/2016;13.57;2.11%
Sep 30/2016;13.29;-5.21%
Sep 29/2016;14.02;13.16%
Sep 28/2016;12.39;-5.42%
Sep 27/2016;13.10;-9.66%
Sep 26/2016;14.50;17.98%
Sep 23/2016;12.29;2.25%
Sep 22/2016;12.02;-9.62%
Sep 21/2016;13.30;-16.46%
Sep 20/2016;15.92;2.51%
Sep 19/2016;15.53;1.04%
Sep 16/2016;15.37;-5.71%
Sep 15/2016;16.30;-10.14%
Sep 14/2016;18.14;1.62%
Sep 13/2016;17.85;17.74%
Sep 12/2016;15.16;-13.37%
Sep 09/2016;17.50;39.89%
Sep 08/2016;12.51;4.77%
Sep 07/2016;11.94;-0.67%
Sep 06/2016;12.02;0.33%
Sep 02/2016;11.98;-11.13%
Sep 01/2016;13.48;0.45%
Aug 31/2016;13.42;2.29%
Aug 30/2016;13.12;1.39%
Aug 29/2016;12.94;-5.20%
Aug 26/2016;13.65;0.15%
Aug 25/2016;13.63;1.34%
Aug 24/2016;13.45;8.64%
Aug 23/2016;12.38;0.90%
Aug 22/2016;12.27;8.20%
Aug 19/2016;11.34;-0.79%
Aug 18/2016;11.43;-6.23%
Aug 17/2016;12.19;-3.56%
Aug 16/2016;12.64;7.03%
Aug 15/2016;11.81;2.25%
Aug 12/2016;11.55;-1.11%
Aug 11/2016;11.68;-3.07%
Aug 10/2016;12.05;3.34%
Aug 09/2016;11.66;1.39%
Aug 08/2016;11.50;0.97%
Aug 05/2016;11.39;-8.29%
Aug 04/2016;12.42;-3.42%
Aug 03/2016;12.86;-3.81%
Aug 02/2016;13.37;7.48%
Aug 01/2016;12.44;4.80%
Jul 29/2016;11.87;-6.68%
Jul 28/2016;12.72;-0.86%
Jul 27/2016;12.83;-1.69%
Jul 26/2016;13.05;1.40%
Jul 25/2016;12.87;7.07%
Jul 22/2016;12.02;-5.65%
Jul 21/2016;12.74;8.24%
Jul 20/2016;11.77;-1.67%
Jul 19/2016;11.97;-3.78%
Jul 18/2016;12.44;-1.82%
Jul 15/2016;12.67;-1.17%
Jul 14/2016;12.82;-1.69%
Jul 13/2016;13.04;-3.76%
Jul 12/2016;13.55;0.07%
Jul 11/2016;13.54;2.58%
Jul 08/2016;13.20;-10.57%
Jul 07/2016;14.76;-1.34%
Jul 06/2016;14.96;-3.98%
Jul 05/2016;15.58;5.48%
Jul 01/2016;14.77;-5.50%
Jun 30/2016;15.63;-6.07%
Jun 29/2016;16.64;-11.25%
Jun 28/2016;18.75;-21.38%
Jun 27/2016;23.85;-7.41%
Jun 24/2016;25.76;49.33%
Jun 23/2016;17.25;-18.52%
Jun 22/2016;21.17;14.56%
Jun 21/2016;18.48;0.60%
Jun 20/2016;18.37;-5.36%
Jun 17/2016;19.41;0.21%
Jun 16/2016;19.37;-3.82%
Jun 15/2016;20.14;-1.76%
Jun 14/2016;20.50;-2.24%
Jun 13/2016;20.97;23.14%
Jun 10/2016;17.03;16.33%
Jun 09/2016;14.64;3.98%
Jun 08/2016;14.08;0.21%
Jun 07/2016;14.05;2.93%
Jun 06/2016;13.65;1.34%
Jun 03/2016;13.47;-1.17%
Jun 02/2016;13.63;-4.01%
Jun 01/2016;14.20;0.07%
May 31/2016;14.19;8.16%
May 27/2016;13.12;-2.31%
May 26/2016;13.43;-3.38%
May 25/2016;13.90;-3.61%
May 24/2016;14.42;-8.85%
May 23/2016;15.82;4.08%
May 20/2016;15.20;-6.92%
May 19/2016;16.33;2.38%
May 18/2016;15.95;2.44%
May 17/2016;15.57;6.06%
May 16/2016;14.68;-2.39%
May 13/2016;15.04;4.37%
May 12/2016;14.41;-1.91%
May 11/2016;14.69;7.78%
May 10/2016;13.63;-6.45%
May 09/2016;14.57;-1.02%
May 06/2016;14.72;-7.48%
May 05/2016;15.91;-0.87%
May 04/2016;16.05;2.88%
May 03/2016;15.60;6.27%
May 02/2016;14.68;-6.50%
Apr 29/2016;15.70;3.15%
Apr 28/2016;15.22;10.53%
Apr 27/2016;13.77;-1.36%
Apr 26/2016;13.96;-0.85%
Apr 25/2016;14.08;6.51%
Apr 22/2016;13.22;-5.23%
Apr 21/2016;13.95;5.05%
Apr 20/2016;13.28;0.30%
Apr 19/2016;13.24;-0.82%
Apr 18/2016;13.35;-1.98%
Apr 15/2016;13.62;-0.73%
Apr 14/2016;13.72;-0.87%
Apr 13/2016;13.84;-6.80%
Apr 12/2016;14.85;-8.67%
Apr 11/2016;16.26;5.86%
Apr 08/2016;15.36;-4.95%
Apr 07/2016;16.16;14.69%
Apr 06/2016;14.09;-8.63%
Apr 05/2016;15.42;9.21%
Apr 04/2016;14.12;7.79%
Apr 01/2016;13.10;-6.09%
Mar 31/2016;13.95;2.88%
Mar 30/2016;13.56;-1.88%
Mar 29/2016;13.82;-9.32%
Mar 28/2016;15.24;3.39%
Mar 24/2016;14.74;-1.34%
Mar 23/2016;14.94;5.43%
Mar 22/2016;14.17;2.76%
Mar 21/2016;13.79;-1.64%
Mar 18/2016;14.02;-2.91%
Mar 17/2016;14.44;-3.67%
Mar 16/2016;14.99;-10.99%
Mar 15/2016;16.84;-0.47%
Mar 14/2016;16.92;2.55%
Mar 11/2016;16.50;-8.59%
Mar 10/2016;18.05;-1.58%
Mar 09/2016;18.34;-1.77%
Mar 08/2016;18.67;7.61%
Mar 07/2016;17.35;2.91%
Mar 04/2016;16.86;0.96%
Mar 03/2016;16.70;-2.28%
Mar 02/2016;17.09;-3.45%
Mar 01/2016;17.70;-13.87%
Feb 29/2016;20.55;3.74%
Feb 26/2016;19.81;3.66%
Feb 25/2016;19.11;-7.77%
Feb 24/2016;20.72;-1.24%
Feb 23/2016;20.98;8.26%
Feb 22/2016;19.38;-5.60%
Feb 19/2016;20.53;-5.13%
Feb 18/2016;21.64;-3.00%
Feb 17/2016;22.31;-7.47%
Feb 16/2016;24.11;-5.08%
Feb 12/2016;25.40;-9.74%
Feb 11/2016;28.14;7.04%
Feb 10/2016;26.29;-0.94%
Feb 09/2016;26.54;2.08%
Feb 08/2016;26.00;11.21%
Feb 05/2016;23.38;7.05%
Feb 04/2016;21.84;0.88%
Feb 03/2016;21.65;-1.50%
Feb 02/2016;21.98;10.01%
Feb 01/2016;19.98;-1.09%
Jan 29/2016;20.20;-9.90%
Jan 28/2016;22.42;-2.99%
Jan 27/2016;23.11;2.71%
Jan 26/2016;22.50;-6.83%
Jan 25/2016;24.15;8.10%
Jan 22/2016;22.34;-16.30%
Jan 21/2016;26.69;-3.26%
Jan 20/2016;27.59;5.91%
Jan 19/2016;26.05;-3.59%
Jan 15/2016;27.02;12.82%
Jan 14/2016;23.95;-5.04%
Jan 13/2016;25.22;12.24%
Jan 12/2016;22.47;-7.53%
Jan 11/2016;24.30;-10.03%
Jan 08/2016;27.01;8.08%
Jan 07/2016;24.99;21.37%
Jan 06/2016;20.59;6.46%
Jan 05/2016;19.34;-6.57%
Jan 04/2016;20.70;13.67%
Dec 31/2015;18.21;5.32%
Dec 30/2015;17.29;7.52%
Dec 29/2015;16.08;-4.91%
Dec 28/2015;16.91;7.43%
Dec 24/2015;15.74;1.09%
Dec 23/2015;15.57;-6.20%
Dec 22/2015;16.60;-11.23%
Dec 21/2015;18.70;-9.66%
Dec 18/2015;20.70;9.29%
Dec 17/2015;18.94;6.05%
Dec 16/2015;17.86;-14.75%
Dec 15/2015;20.95;-7.83%
Dec 14/2015;22.73;-6.81%
Dec 11/2015;24.39;26.11%
Dec 10/2015;19.34;-1.38%
Dec 09/2015;19.61;11.42%
Dec 08/2015;17.60;11.11%
Dec 07/2015;15.84;6.95%
Dec 04/2015;14.81;-18.22%
Dec 03/2015;18.11;13.83%
Dec 02/2015;15.91;8.45%
Dec 01/2015;14.67;-9.05%
Nov 30/2015;16.13;6.68%
Nov 27/2015;15.12;-0.46%
Nov 25/2015;15.19;-4.65%
Nov 24/2015;15.93;1.98%
Nov 23/2015;15.62;0.97%
Nov 20/2015;15.47;-8.95%
Nov 19/2015;16.99;0.83%
Nov 18/2015;16.85;-10.56%
Nov 17/2015;18.84;3.74%
Nov 16/2015;18.16;-9.56%
Nov 13/2015;20.08;9.31%
Nov 12/2015;18.37;14.38%
Nov 11/2015;16.06;5.04%
Nov 10/2015;15.29;-7.45%
Nov 09/2015;16.52;15.28%
Nov 06/2015;14.33;-4.78%
Nov 05/2015;15.05;-2.97%
Nov 04/2015;15.51;6.67%
Nov 03/2015;14.54;2.76%
Nov 02/2015;14.15;-6.10%
Oct 30/2015;15.07;3.15%
Oct 29/2015;14.61;1.95%
Oct 28/2015;14.33;-7.13%
Oct 27/2015;15.43;0.92%
Oct 26/2015;15.29;5.74%
Oct 23/2015;14.46;0.07%
Oct 22/2015;14.45;-13.47%
Oct 21/2015;16.70;6.03%
Oct 20/2015;15.75;5.14%
Oct 19/2015;14.98;-0.47%
Oct 16/2015;15.05;-6.23%
Oct 15/2015;16.05;-10.98%
Oct 14/2015;18.03;2.04%
Oct 13/2015;17.67;9.28%
Oct 12/2015;16.17;-5.33%
Oct 09/2015;17.08;-1.95%
Oct 08/2015;17.42;-5.33%
Oct 07/2015;18.40;-5.15%
Oct 06/2015;19.40;-0.72%
Oct 05/2015;19.54;-6.69%
Oct 02/2015;20.94;-7.14%
Oct 01/2015;22.55;-7.96%
Sep 30/2015;24.50;-8.68%
Sep 29/2015;26.83;-2.90%
Sep 28/2015;27.63;16.98%
Sep 25/2015;23.62;0.64%
Sep 24/2015;23.47;6.06%
Sep 23/2015;22.13;-1.38%
Sep 22/2015;22.44;11.42%
Sep 21/2015;20.14;-9.61%
Sep 18/2015;22.28;5.39%
Sep 17/2015;21.14;-0.98%
Sep 16/2015;21.35;-5.28%
Sep 15/2015;22.54;-7.05%
Sep 14/2015;24.25;4.53%
Sep 11/2015;23.20;-4.80%
Sep 10/2015;24.37;-7.09%
Sep 09/2015;26.23;5.34%
Sep 08/2015;24.90;-10.43%
Sep 04/2015;27.80;8.55%
Sep 03/2015;25.61;-1.84%
Sep 02/2015;26.09;-16.91%
Sep 01/2015;31.40;10.45%
Aug 31/2015;28.43;9.14%
Aug 28/2015;26.05;-0.19%
Aug 27/2015;26.10;-13.92%
Aug 26/2015;30.32;-15.82%
Aug 25/2015;36.02;-11.59%
Aug 24/2015;40.74;45.34%
Aug 21/2015;28.03;46.45%
Aug 20/2015;19.14;25.51%
Aug 19/2015;15.25;10.59%
Aug 18/2015;13.79;5.91%
Aug 17/2015;13.02;1.48%
Aug 14/2015;12.83;-4.89%
Aug 13/2015;13.49;-0.88%
Aug 12/2015;13.61;-0.73%
Aug 11/2015;13.71;12.10%
Aug 10/2015;12.23;-8.66%
Aug 07/2015;13.39;-2.76%
Aug 06/2015;13.77;10.07%
Aug 05/2015;12.51;-3.77%
Aug 04/2015;13.00;3.50%
Aug 03/2015;12.56;3.63%
Jul 31/2015;12.12;-0.08%
Jul 30/2015;12.13;-2.96%
Jul 29/2015;12.50;-6.99%
Jul 28/2015;13.44;-13.85%
Jul 27/2015;15.60;13.54%
Jul 24/2015;13.74;8.70%
Jul 23/2015;12.64;4.29%
Jul 22/2015;12.12;-0.82%
Jul 21/2015;12.22;-0.24%
Jul 20/2015;12.25;2.51%
Jul 17/2015;11.95;-1.32%
Jul 16/2015;12.11;-8.47%
Jul 15/2015;13.23;-1.05%
Jul 14/2015;13.37;-3.81%
Jul 13/2015;13.90;-17.41%
Jul 10/2015;16.83;-15.72%
Jul 09/2015;19.97;1.58%
Jul 08/2015;19.66;22.19%
Jul 07/2015;16.09;-5.41%
Jul 06/2015;17.01;1.31%
Jul 02/2015;16.79;4.35%
Jul 01/2015;16.09;-11.74%
Jun 30/2015;18.23;-3.29%
Jun 29/2015;18.85;34.45%
Jun 26/2015;14.02;0.07%
Jun 25/2015;14.01;5.66%
Jun 24/2015;13.26;9.50%
Jun 23/2015;12.11;-4.95%
Jun 22/2015;12.74;-8.74%
Jun 19/2015;13.96;5.84%
Jun 18/2015;13.19;-9.03%
Jun 17/2015;14.50;-2.09%
Jun 16/2015;14.81;-3.77%
Jun 15/2015;15.39;11.68%
Jun 12/2015;13.78;7.24%
Jun 11/2015;12.85;-2.80%
Jun 10/2015;13.22;-8.64%
Jun 09/2015;14.47;-5.36%
Jun 08/2015;15.29;7.60%
Jun 05/2015;14.21;-3.40%
Jun 04/2015;14.71;7.69%
Jun 03/2015;13.66;-4.07%
Jun 02/2015;14.24;1.93%
Jun 01/2015;13.97;0.94%
May 29/2015;13.84;3.98%
May 28/2015;13.31;0.30%
May 27/2015;13.27;-5.62%
May 26/2015;14.06;15.91%
May 22/2015;12.13;0.17%
May 21/2015;12.11;-5.98%
May 20/2015;12.88;0.23%
May 19/2015;12.85;0.94%
May 18/2015;12.73;2.83%
May 15/2015;12.38;-2.83%
May 14/2015;12.74;-7.41%
May 13/2015;13.76;-0.72%
May 12/2015;13.86;0.07%
May 11/2015;13.85;7.70%
